"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Niger","2008","All genders","Not applicable","Number","2206"
"Niger","2007","All genders","Not applicable","Number","2264"
"Niger","2006","All genders","Not applicable","Number","2244"
"Niger","2005","All genders","Not applicable","Number","1713"
"Niger","2004","All genders","Not applicable","Number","1548"
"Niger","2003","All genders","Not applicable","Number","1404"
"Niger","2002","All genders","Not applicable","Number","1361"
"Niger","2001","All genders","Not applicable","Number","1148"
"Niger","2000","All genders","Not applicable","Number","1225"
"Niger","1999","All genders","Not applicable","Number","1035"
"Niger","1998","All genders","Not applicable","Number","1036"
"Nigeria","2012","All genders","Not applicable","Number","49531"
"Nigeria","2011","All genders","Not applicable","Number","48373"
"Nigeria","2010","All genders","Not applicable","Number","43955"
"Nigeria","2009","All genders","Not applicable","Number","41436"
"Nigeria","2008","All genders","Not applicable","Number","33013"
"Nigeria","2007","All genders","Not applicable","Number","29100"
"Nigeria","2006","All genders","Not applicable","Number","26893"
"Nigeria","2005","All genders","Not applicable","Number","25838"
"Nigeria","2004","All genders","Not applicable","Number","22417"
"Nigeria","2003","All genders","Not applicable","Number","20123"
"Nigeria","2002","All genders","Not applicable","Number","17279"
"Nigeria","2001","All genders","Not applicable","Number","15395"
"Nigeria","2000","All genders","Not applicable","Number","15089"
"Nigeria","1999","All genders","Not applicable","Number","14150"
"Nigeria","1998","All genders","Not applicable","Number","13821"
"Niue","2012","All genders","Not applicable","Number","50"
"Niue","2011","All genders","Not applicable","Number","46"
"Niue","2010","All genders","Not applicable","Number","74"
"Niue","2009","All genders","Not applicable","Number","46"
"Niue","2008","All genders","Not applicable","Number","41"
"Niue","2007","All genders","Not applicable","Number","43"
"Niue","2006","All genders","Not applicable","Number","46"
"Niue","2005","All genders","Not applicable","Number","52"
"Niue","2004","All genders","Not applicable","Number","57"
"Niue","2003","All genders","Not applicable","Number","66"
"Niue","2002","All genders","Not applicable","Number","67"
"Niue","2001","All genders","Not applicable","Number","53"
"Niue","2000","All genders","Not applicable","Number","54"
"Niue","1999","All genders","Not applicable","Number","57"
"Niue","1998","All genders","Not applicable","Number","57"
"Norway","2012","All genders","Not applicable","Number","23961"
"Norway","2011","All genders","Not applicable","Number","15545"
"Norway","2010","All genders","Not applicable","Number","13878"
"Norway","2009","All genders","Not applicable","Number","12421"
"Norway","2008","All genders","Not applicable","Number","11302"
"Norway","2007","All genders","Not applicable","Number","11960"
"Norway","2006","All genders","Not applicable","Number","12209"
"Norway","2005","All genders","Not applicable","Number","12678"
"Norway","2004","All genders","Not applicable","Number","13668"
"Norway","2003","All genders","Not applicable","Number","15451"
"Norway","2002","All genders","Not applicable","Number","16101"
"Norway","2001","All genders","Not applicable","Number","14687"
"Norway","2000","All genders","Not applicable","Number","13830"
"Norway","1999","All genders","Not applicable","Number","12942"
"Norway","1998","All genders","Not applicable","Number","11603"
"Occupied Palestinian Territory","2012","All genders","Not applicable","Number","17637"
"Occupied Palestinian Territory","2011","All genders","Not applicable","Number","16376"
"Occupied Palestinian Territory","2010","All genders","Not applicable","Number","15200"
"Occupied Palestinian Territory","2009","All genders","Not applicable","Number","15278"
"Occupied Palestinian Territory","2008","All genders","Not applicable","Number","13894"
"Occupied Palestinian Territory","2007","All genders","Not applicable","Number","13130"
"Occupied Palestinian Territory","2006","All genders","Not applicable","Number","11987"
"Occupied Palestinian Territory","2005","All genders","Not applicable","Number","11604"
"Occupied Palestinian Territory","2004","All genders","Not applicable","Number","10894"
"Occupied Palestinian Territory","2003","All genders","Not applicable","Number","10850"
"Occupied Palestinian Territory","2002","All genders","Not applicable","Number","10411"
"Occupied Palestinian Territory","2001","All genders","Not applicable","Number","10151"
"Occupied Palestinian Territory","2000","All genders","Not applicable","Number","9743"
"Occupied Palestinian Territory","1999","All genders","Not applicable","Number","9598"
"Occupied Palestinian Territory","1998","All genders","Not applicable","Number","9650"
"Oman","2012","All genders","Not applicable","Number","10049"
"Oman","2011","All genders","Not applicable","Number","9808"
"Oman","2010","All genders","Not applicable","Number","10055"
"Oman","2009","All genders","Not applicable","Number","10129"
"Oman","2008","All genders","Not applicable","Number","10610"
"Oman","2007","All genders","Not applicable","Number","10204"
"Oman","2006","All genders","Not applicable","Number","10528"
"Oman","2005","All genders","Not applicable","Number","10242"
"Oman","2004","All genders","Not applicable","Number","10815"
"Oman","2003","All genders","Not applicable","Number","9889"
"Oman","2002","All genders","Not applicable","Number","9676"
"Oman","2001","All genders","Not applicable","Number","9177"
"Oman","2000","All genders","Not applicable","Number","8797"
"Oman","1999","All genders","Not applicable","Number","8269"
"Oman","1998","All genders","Not applicable","Number","8073"
"Pakistan","2012","All genders","Not applicable","Number","37962"
"Pakistan","2011","All genders","Not applicable","Number","39274"
"Pakistan","2010","All genders","Not applicable","Number","37681"
"Pakistan","2009","All genders","Not applicable","Number","34439"
"Pakistan","2008","All genders","Not applicable","Number","30427"
"Pakistan","2007","All genders","Not applicable","Number","27785"
"Pakistan","2006","All genders","Not applicable","Number","25633"
"Pakistan","2005","All genders","Not applicable","Number","24048"
"Pakistan","2004","All genders","Not applicable","Number","23177"
"Pakistan","2003","All genders","Not applicable","Number","21647"
"Pakistan","2002","All genders","Not applicable","Number","20262"
"Pakistan","2001","All genders","Not applicable","Number","16128"
"Pakistan","2000","All genders","Not applicable","Number","15429"
"Pakistan","1999","All genders","Not applicable","Number","14564"
"Pakistan","1998","All genders","Not applicable","Number","14111"
"Panama","2012","All genders","Not applicable","Number","2281"
"Panama","2011","All genders","Not applicable","Number","2062"
"Panama","2010","All genders","Not applicable","Number","2555"
"Panama","2009","All genders","Not applicable","Number","2531"
"Panama","2008","All genders","Not applicable","Number","2524"
"Panama","2007","All genders","Not applicable","Number","2157"
"Panama","2006","All genders","Not applicable","Number","2045"
"Panama","2005","All genders","Not applicable","Number","2000"
"Panama","2004","All genders","Not applicable","Number","1827"
"Panama","2003","All genders","Not applicable","Number","1998"
"Panama","2002","All genders","Not applicable","Number","1748"
"Panama","2001","All genders","Not applicable","Number","1708"
"Panama","2000","All genders","Not applicable","Number","1859"
"Panama","1999","All genders","Not applicable","Number","1741"
"Panama","1998","All genders","Not applicable","Number","1724"
"Papua New Guinea","2012","All genders","Not applicable","Number","2063"
"Papua New Guinea","2011","All genders","Not applicable","Number","1948"
"Papua New Guinea","2010","All genders","Not applicable","Number","1548"
"Papua New Guinea","2009","All genders","Not applicable","Number","1580"
"Papua New Guinea","2008","All genders","Not applicable","Number","1361"
"Papua New Guinea","2007","All genders","Not applicable","Number","1158"
"Papua New Guinea","2006","All genders","Not applicable","Number","1044"
"Papua New Guinea","2005","All genders","Not applicable","Number","997"
"Papua New Guinea","2004","All genders","Not applicable","Number","947"
"Papua New Guinea","2003","All genders","Not applicable","Number","990"
"Papua New Guinea","2002","All genders","Not applicable","Number","1062"
"Papua New Guinea","2001","All genders","Not applicable","Number","932"
"Papua New Guinea","2000","All genders","Not applicable","Number","794"
"Papua New Guinea","1999","All genders","Not applicable","Number","795"
"Papua New Guinea","1998","All genders","Not applicable","Number","800"
"Paraguay","2012","All genders","Not applicable","Number","2725"
"Paraguay","2011","All genders","Not applicable","Number","2891"
"Paraguay","2010","All genders","Not applicable","Number","2812"
"Paraguay","2009","All genders","Not applicable","Number","2678"
"Paraguay","2008","All genders","Not applicable","Number","2607"
"Paraguay","2007","All genders","Not applicable","Number","2435"
"Paraguay","2006","All genders","Not applicable","Number","2073"
"Paraguay","2005","All genders","Not applicable","Number","1887"
"Paraguay","2004","All genders","Not applicable","Number","1626"
"Paraguay","2003","All genders","Not applicable","Number","1680"
"Paraguay","2002","All genders","Not applicable","Number","1491"
"Paraguay","2001","All genders","Not applicable","Number","1289"
"Paraguay","2000","All genders","Not applicable","Number","1109"
"Paraguay","1999","All genders","Not applicable","Number","1026"
"Paraguay","1998","All genders","Not applicable","Number","1011"
"Peru","2012","All genders","Not applicable","Number","14844"
"Peru","2011","All genders","Not applicable","Number","16235"
"Peru","2010","All genders","Not applicable","Number","17091"
"Peru","2009","All genders","Not applicable","Number","15410"
"Peru","2008","All genders","Not applicable","Number","15407"
"Peru","2007","All genders","Not applicable","Number","13183"
"Peru","2006","All genders","Not applicable","Number","11298"
"Peru","2005","All genders","Not applicable","Number","9943"
"Peru","2004","All genders","Not applicable","Number","9599"
"Peru","2003","All genders","Not applicable","Number","9648"
"Peru","2002","All genders","Not applicable","Number","8730"
"Peru","2001","All genders","Not applicable","Number","7226"
"Peru","2000","All genders","Not applicable","Number","7179"
